college,course,quota,category,min_rank,cutoff_rank
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (ANAESTHESIOLOGY ),AI,General,16436,16436
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (ANAESTHESIOLOGY ),AI,SC,40031,40031
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (ANAESTHESIOLOGY ),AI,ST,67887,67887
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,EWS,2095,2095
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (GENERAL MEDICINE),AI,EWS,1170,1594
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (GENERAL MEDICINE),AI,General,1362,1507
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (MICROBIOLOGY),AI,EWS,79049,79049
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (MICROBIOLOGY),AI,General,58264,58264
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (MICROBIOLOGY),AI,OBC,69034,82614
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (MICROBIOLOGY),AI,SC,101494,101494
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,EWS,6847,6847
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,5248,5248
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,9536,10251
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,22070,22070
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PAEDIATRICS),AI,GNYes,135911,135911
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PAEDIATRICS),AI,OBC,7473,7812
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PATHOLOGY),AI,EWS,35759,35759
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PATHOLOGY),AI,SC,59298,59298
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PATHOLOGY),AI,ST,95634,95634
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PHYSIOLOGY),AI,SC,95260,95260
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,43507,43729
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (PSYCHIATRY),AI,General,7530,8678
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (RADIO- DIAGNOSIS),AI,OBC,1573,1573
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Radiotherapy/ Radiation Oncology),AI,General,12549,12549
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,General,9070,9070
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,OBC,12427,12427
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,AI,OBC,54026,54026
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (E.N.T.),AI,GNYes,134998,134998
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (E.N.T.),AI,OBC,16874,16874
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (E.N.T.),AI,SC,37461,37461
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (GENERAL SURGERY),AI,EWS,7950,7950
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (GENERAL SURGERY),AI,General,4979,5757
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (GENERAL SURGERY),AI,OBC,10579,14236
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (GENERAL SURGERY),AI,SC,31981,31981
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (OPHTHALMOLOGY),AI,OBC,15479,15479
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (ORTHOPAEDICS),AI,General,8310,8310
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",M.S. (ORTHOPAEDICS),AI,OBC,12637,13594
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",MD/MS (Anatomy),AI,OBC,109571,109571
"Govt. Medical College, Baroda,Govt. Medical College, Baroda, Gujarat, 390001",MD/MS (Anatomy),AI,SC,107141,107141
"Govt. Medical College, Bhavnagar",M.D. (ANAESTHESIOLOGY ),AI,EWS,21473,21473
"Govt. Medical College, Bhavnagar",M.D. (ANAESTHESIOLOGY ),AI,OBC,18380,21128
"Govt. Medical College, Bhavnagar",M.D. (ANAESTHESIOLOGY ),AI,ST,56350,56350
"Govt. Medical College, Bhavnagar",M.D. (BIOCHEMISTRY),AI,OBC,68187,86587
"Govt. Medical College, Bhavnagar","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,1336,1758
"Govt. Medical College, Bhavnagar",M.D. (FORENSIC MEDICINE),AI,General,52652,69141
"Govt. Medical College, Bhavnagar",M.D. (FORENSIC MEDICINE),AI,SC,81406,81406
"Govt. Medical College, Bhavnagar",M.D. (GENERAL MEDICINE),AI,GNYes,85291,85291
"Govt. Medical College, Bhavnagar",M.D. (GENERAL MEDICINE),AI,General,902,902
"Govt. Medical College, Bhavnagar",M.D. (GENERAL MEDICINE),AI,"General
PwD",86229,86229
"Govt. Medical College, Bhavnagar",M.D. (GENERAL MEDICINE),AI,OBC PwD,117202,124324
"Govt. Medical College, Bhavnagar",M.D. (MICROBIOLOGY),AI,EWS,89636,89636
"Govt. Medical College, Bhavnagar",M.D. (MICROBIOLOGY),AI,OBC,58630,58630
"Govt. Medical College, Bhavnagar",M.D. (MICROBIOLOGY),AI,SC,32489,32489
"Govt. Medical College, Bhavnagar",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,5261,6151
"Govt. Medical College, Bhavnagar",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,21930,24788
"Govt. Medical College, Bhavnagar",M.D. (PAEDIATRICS),AI,General,4151,4411
"Govt. Medical College, Bhavnagar",M.D. (PATHOLOGY),AI,EWS,29011,35673
"Govt. Medical College, Bhavnagar",M.D. (PATHOLOGY),AI,General,24385,31957
"Govt. Medical College, Bhavnagar",M.D. (PATHOLOGY),AI,OBC,33772,33772
"Govt. Medical College, Bhavnagar",M.D. (PATHOLOGY),AI,SC,63063,63063
"Govt. Medical College, Bhavnagar",M.D. (PHYSIOLOGY),AI,EWS,80386,80386
"Govt. Medical College, Bhavnagar",M.D. (PHYSIOLOGY),AI,General,37019,37019
"Govt. Medical College, Bhavnagar",M.D. (PHYSIOLOGY),AI,OBC,45835,45835
"Govt. Medical College, Bhavnagar",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,43098,43098
"Govt. Medical College, Bhavnagar",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,SC,55919,64780
"Govt. Medical College, Bhavnagar",M.D. (PSYCHIATRY),AI,General,9453,9453
"Govt. Medical College, Bhavnagar",M.D. (PSYCHIATRY),AI,ST,32481,56590
"Govt. Medical College, Bhavnagar",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,OBC,11814,11814
"Govt. Medical College, Bhavnagar",M.S. (GENERAL SURGERY),AI,EWS,6976,6976
"Govt. Medical College, Bhavnagar",M.S. (GENERAL SURGERY),AI,SC,28541,28541
"Govt. Medical College, Bhavnagar",M.S. (OPHTHALMOLOGY),AI,ST,39621,52977
"Govt. Medical College, Bhavnagar",M.S. (ORTHOPAEDICS),AI,General,8082,8853
"Govt. Medical College, Bhavnagar",M.S. (ORTHOPAEDICS),AI,OBC,10741,10741
"Govt. Medical College, Bhavnagar",MD/MS (Anatomy),AI,EWS,80608,80608
"Govt. Medical College, Bhavnagar",MD/MS (Anatomy),AI,General,79103,83739
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (ANAESTHESIOLOGY ),AI,OBC,22999,22999
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (ANAESTHESIOLOGY ),AI,SC,46908,46908
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (ANAESTHESIOLOGY ),AI,ST,83298,83298
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (BIOCHEMISTRY),AI,OBC,77266,77266
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,EWS,2348,2348
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,1806,1806
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),AI,EWS,2393,2393
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),AI,General,1921,2112
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),AI,OBC,3700,3700
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (GENERAL MEDICINE),AI,OBC PwD,181844,181844
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (MICROBIOLOGY),AI,EWS,90115,90115
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (MICROBIOLOGY),AI,General,61868,61868
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (MICROBIOLOGY),AI,OBC,84814,84814
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,5954,6986
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,11811,11811
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,25467,25467
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PAEDIATRICS),AI,General,6037,6054
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PATHOLOGY),AI,EWS,36961,36961
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PATHOLOGY),AI,General,32999,32999
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PATHOLOGY),AI,OBC,39849,40444
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PATHOLOGY),AI,SC,66368,66368
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PATHOLOGY),AI,ST,97482,97482
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PHARMACOLOGY),AI,EWS,44266,44266
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PHARMACOLOGY),AI,OBC,60719,60719
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PHARMACOLOGY),AI,SC,68126,68126
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PHYSIOLOGY),AI,EWS,96257,96257
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PHYSIOLOGY),AI,General,38487,38487
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,54224,58509
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,SC,75557,75557
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PSYCHIATRY),AI,OBC,20954,20954
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (PSYCHIATRY),AI,ST,53062,53062
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (RADIO- DIAGNOSIS),AI,General,1498,1498
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,OBC,13632,13632
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (E.N.T.),AI,OBC,21658,21658
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (GENERAL SURGERY),AI,EWS,10562,11087
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (GENERAL SURGERY),AI,OBC,14884,14884
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (GENERAL SURGERY),AI,SC,34558,37417
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (GENERAL SURGERY),AI,ST,56523,56523
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (OPHTHALMOLOGY),AI,OBC,16579,16579
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (ORTHOPAEDICS),AI,EWS,11913,11913
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (ORTHOPAEDICS),AI,General,11185,11253
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (ORTHOPAEDICS),AI,OBC,13576,14396
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",M.S. (ORTHOPAEDICS),AI,SC,25159,25159
"Govt. Medical College, Bhavnagar,Near. S.T. Bus Stand,Jail Road, Bhavnagar-364001, Gujarat, 364001",MD/MS (Anatomy),AI,General,116693,116693
"Govt. Medical College, Jammu",M.D. (ANAESTHESIOLOGY ),AI,General,7860,14324
"Govt. Medical College, Jammu",M.D. (ANAESTHESIOLOGY ),AI,OBC,21422,22822
"Govt. Medical College, Jammu",M.D. (ANAESTHESIOLOGY ),AI,ST,23065,23065
"Govt. Medical College, Jammu","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,2471,2471
"Govt. Medical College, Jammu","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,4516,4516
"Govt. Medical College, Jammu",M.D. (GENERAL MEDICINE),AI,EWS,3766,3766
"Govt. Medical College, Jammu",M.D. (GENERAL MEDICINE),AI,GNYes,109735,109735
"Govt. Medical College, Jammu",M.D. (GENERAL MEDICINE),AI,General,1339,1339
"Govt. Medical College, Jammu",M.D. (GENERAL MEDICINE),AI,OBC,4711,4711
"Govt. Medical College, Jammu",M.D. (MICROBIOLOGY),AI,General,54039,54039
"Govt. Medical College, Jammu",M.D. (MICROBIOLOGY),AI,OBC,82241,82241
"Govt. Medical College, Jammu",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,EWS,9206,9206
"Govt. Medical College, Jammu",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,2151,4474
"Govt. Medical College, Jammu",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,11105,11105
"Govt. Medical College, Jammu",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,12609,23430
"Govt. Medical College, Jammu",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,ST,13378,13378
"Govt. Medical College, Jammu",M.D. (PAEDIATRICS),AI,EWS,4674,4674
"Govt. Medical College, Jammu",M.D. (PAEDIATRICS),AI,General,3223,3828
"Govt. Medical College, Jammu",M.D. (PAEDIATRICS),AI,OBC,8484,8484
"Govt. Medical College, Jammu",M.D. (PAEDIATRICS),AI,SC,19383,19383
"Govt. Medical College, Jammu",M.D. (PATHOLOGY),AI,EWS,45357,56207
"Govt. Medical College, Jammu",M.D. (PATHOLOGY),AI,General,18337,22662
"Govt. Medical College, Jammu",M.D. (PATHOLOGY),AI,OBC,37655,37655
"Govt. Medical College, Jammu",M.D. (PATHOLOGY),AI,SC,59686,64914
"Govt. Medical College, Jammu",M.D. (PATHOLOGY),AI,ST,48431,48431
"Govt. Medical College, Jammu",M.D. (PHARMACOLOGY),AI,General,71652,71652
"Govt. Medical College, Jammu",M.D. (PHARMACOLOGY),AI,SC,102987,123610
"Govt. Medical College, Jammu",M.D. (PHYSIOLOGY),AI,General,55413,102357
"Govt. Medical College, Jammu",M.D. (PHYSIOLOGY),AI,ST,117924,117924
"Govt. Medical College, Jammu",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,EWS,100214,100414
"Govt. Medical College, Jammu",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,33467,34950
"Govt. Medical College, Jammu",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,50722,50722
"Govt. Medical College, Jammu",M.D. (RADIO- DIAGNOSIS),AI,EWS,1392,2035
"Govt. Medical College, Jammu",M.D. (RADIO- DIAGNOSIS),AI,General,617,671
"Govt. Medical College, Jammu",M.D. (RADIO- DIAGNOSIS),AI,OBC,1440,1901
"Govt. Medical College, Jammu",M.D. (RADIO- DIAGNOSIS),AI,SC,3678,3678
"Govt. Medical College, Jammu",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,AI,General,22582,22582
"Govt. Medical College, Jammu",M.S. (E.N.T.),AI,General,8094,9262
"Govt. Medical College, Jammu",M.S. (E.N.T.),AI,SC,32389,37687
"Govt. Medical College, Jammu",M.S. (E.N.T.),AI,ST,47664,51857
"Govt. Medical College, Jammu",M.S. (GENERAL SURGERY),AI,General,3401,7458
"Govt. Medical College, Jammu",M.S. (GENERAL SURGERY),AI,OBC,14271,14271
"Govt. Medical College, Jammu",M.S. (GENERAL SURGERY),AI,SC,31307,31307
"Govt. Medical College, Jammu",M.S. (GENERAL SURGERY),AI,ST,45244,45244
"Govt. Medical College, Jammu",M.S. (OPHTHALMOLOGY),AI,General,8097,8097
"Govt. Medical College, Jammu",M.S. (OPHTHALMOLOGY),AI,OBC,16228,18970
"Govt. Medical College, Jammu",M.S. (OPHTHALMOLOGY),AI,SC,13896,37511
"Govt. Medical College, Jammu",M.S. (ORTHOPAEDICS),AI,EWS,14089,14089
"Govt. Medical College, Jammu",M.S. (ORTHOPAEDICS),AI,General,5645,9242
"Govt. Medical College, Jammu",M.S. (ORTHOPAEDICS),AI,OBC,11924,13214
"Govt. Medical College, Jammu",M.S. (ORTHOPAEDICS),AI,SC,27371,27371
"Govt. Medical College, Jammu",M.S. (ORTHOPAEDICS),AI,ST,25385,25385
"Govt. Medical College, Jammu",MD/MS (Anatomy),AI,OBC,124025,124025
"Govt. Medical College, Jammu",MD/MS (Anatomy),AI,SC,80957,80957
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (ANAESTHESIOLOGY ),AI,EWS,24928,24928
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (ANAESTHESIOLOGY ),AI,General,14688,17037
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (ANAESTHESIOLOGY ),AI,OBC,25016,25016
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (ANAESTHESIOLOGY ),AI,SC,46830,46830
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,SC,12020,12020
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (GENERAL MEDICINE),AI,GNYes,139508,139508
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (GENERAL MEDICINE),AI,OBC,3845,3845
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (GENERAL MEDICINE),AI,SC,10565,10565
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (MICROBIOLOGY),AI,General,62083,62083
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,5531,5927
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,11949,11949
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PAEDIATRICS),AI,OBC,10733,10733
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PATHOLOGY),AI,General,29722,30637
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PATHOLOGY),AI,OBC,45549,47680
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PATHOLOGY),AI,ST,101106,101106
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHARMACOLOGY),AI,General,78477,78477
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHARMACOLOGY),AI,OBC,96501,96501
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHARMACOLOGY),AI,SC,129752,129752
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHYSIOLOGY),AI,General,84480,84480
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHYSIOLOGY),AI,OBC,176252,176252
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHYSIOLOGY),AI,SC,144301,144301
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PHYSIOLOGY),AI,ST,135233,135233
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,EWS,120708,120708
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,42711,42711
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,82092,82092
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (E.N.T.),AI,EWS,25137,25137
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (E.N.T.),AI,General,15233,15737
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (E.N.T.),AI,OBC,21998,21998
